,n,mae,rmse,mbe,nmae_pct,nrmse_pct,skill_mae,skill_rmse
persistence,4771.0,0.3762103263198804,0.65296070629039,-0.10523548531291621,6.27017210533134,10.882678438173167,-1.8310359757937733,-1.8563395889098184
physics_raw,4771.0,0.7962002772235204,0.9086354673425873,0.7867594815106932,13.270004620392006,15.143924455709788,-4.9915198256418725,-2.9747743352016833
physics_pvwatts,4771.0,0.5733705327014708,0.6614947460493872,0.5625908814555212,9.556175545024512,11.024912434156454,-3.314694446100126,-1.8936712619831337
physics_calibrated,4771.0,0.5086787625376191,0.5913245465129411,0.49746180786813426,8.477979375626985,9.855409108549019,-2.827879715459469,-1.5867157025340242
physics_trend,4771.0,0.13288786491467935,0.22860051683826785,0.07928386858665462,2.2147977485779893,3.810008613971131,0.0,0.0
physics+ML,4771.0,0.1166988632689778,0.1671515238083307,0.0280352228087942,1.9449810544829633,2.785858730138845,0.12182452969724289,0.26880513605055223
