,n,mae,rmse,mbe,nmae_pct,nrmse_pct,skill_mae,skill_rmse
no_dust,2018.0,0.327588504655828,0.3982326555255371,-0.26369567187739656,5.459808410930467,6.6372109254256175,0.0,0.0
with_dust,2018.0,0.3207132408563883,0.40477459336899835,-0.256716004794744,5.345220680939804,6.746243222816639,0.020987500176976592,-0.016427426914118914
physics_trend,2018.0,0.39995919104475,0.486390995277976,-0.26660239133887886,6.6659865174125,8.106516587966267,-0.22091949308464365,-0.22137395949133976
